SM42,raw/Run2_2016-10-26/flowcell548_lane1_pair1_GTCCGC.fastq.gz,raw/Run2_2016-10-26/flowcell548_lane1_pair2_GTCCGC.fastq.gz
SM43,raw/Run5_2017-06-22_FC633/SM-L_3-15_S15_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-15_S15_R2_001.fastq.gz
SM44,raw/Run_7_2018_12/SM44_1.fq.gz,raw/Run_7_2018_12/SM44_2.fq.gz
SM48,raw/Run4_2017-05-12_FC617/flowcell617_lane1_pair2_CAGATC.fastq.gz,raw/Run4_2017-05-12_FC617/flowcell617_lane1_pair2_CAGATC.fastq.gz
SM48_b,raw/Run_6_2018_7/SM48_R1.fq.gz,raw/Run_6_2018_7/SM48_R2.fq.gz
SM49,raw/Run5_2017-06-22_FC633/SM-L_3-16_S16_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-16_S16_R2_001.fastq.gz
SM49_b,raw/Run_7_2018_12/SM49_1.fq.gz,raw/Run_7_2018_12/SM49_2.fq.gz
SM5,raw/Run_6_2018_7/SM5_R1.fq.gz,raw/Run_6_2018_7/SM5_R2.fq.gz
SM50,raw/Run5_2017-06-22_FC633/SM-L_3-17_S17_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-17_S17_R2_001.fastq.gz
SM50,raw/Run_6_2018_7/SM50_R1.fq.gz,raw/Run_6_2018_7/SM50_R2.fq.gz
SM51,raw/Run_7_2018_12/SM51_1.fq.gz,raw/Run_7_2018_12/SM51_2.fq.gz
SM52,raw/Run5_2017-06-22_FC633/SM-L_3-45_S45_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-45_S45_R2_001.fastq.gz
SM53,raw/Run5_2017-06-22_FC633/SM-L_3-41_S41_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-41_S41_R2_001.fastq.gz
SM55,raw/Run_6_2018_7/SM55_R1.fq.gz,raw/Run_6_2018_7/SM55_R2.fq.gz
SM57,raw/Run5_2017-06-22_FC633/SM-L_3-43_S43_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-43_S43_R2_001.fastq.gz
SM61,raw/Run_7_2018_12/SM61_1.fq.gz,raw/Run_7_2018_12/SM61_2.fq.gz
SM62,raw/Run_6_2018_7/SM62_R1.fq.gz,raw/Run_6_2018_7/SM62_R2.fq.gz
SM63,raw/Run_7_2018_12/SM63_1.fq.gz,raw/Run_7_2018_12/SM63_2.fq.gz
